ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS 
158,284,-12,12,1,260,10,80,20,800,400,20,12,30
146,296,-12,12,0,280,10,80,20,800,400,20,12,30
134,308,-12,12,0,280,10,80,20,800,400,20,12,30
122,320,-12,12,0,280,10,80,20,800,400,20,12,30
110,332,-12,12,0,280,10,80,20,800,400,20,12,30
98,344,-12,12,0,280,10,80,20,800,400,20,12,30
86,356,-12,12,0,280,10,80,20,800,400,20,12,30
74,368,-12,12,0,280,10,80,20,800,400,20,12,30
62,356,-12,-12,0,280,10,80,20,800,400,20,12,30
50,344,-12,-12,0,280,10,80,20,800,400,20,12,30
38,332,-12,-12,0,280,10,80,20,800,400,20,12,30
50,320,12,-12,0,280,10,80,20,800,400,20,12,30
62,308,12,-12,0,280,10,80,20,800,400,20,12,30
74,296,12,-12,0,280,10,80,20,800,400,20,12,30
86,284,12,-12,-1,260,10,80,20,800,400,20,12,30
98,272,12,-12,0,240,10,80,20,800,400,20,12,30
110,260,12,-12,0,240,10,80,20,800,400,20,12,30
122,248,12,-12,0,240,10,80,20,800,400,20,12,30
134,236,12,-12,0,240,10,80,20,800,400,20,12,30
146,224,12,-12,0,240,10,80,20,800,400,20,12,30
158,212,12,-12,-1,220,10,80,20,800,400,20,12,30
170,200,12,-12,0,200,10,80,20,800,400,20,12,30
182,188,12,-12,0,200,10,80,20,800,400,20,12,30
194,176,12,-12,0,200,10,80,20,800,400,20,12,30
206,164,12,-12,-1,180,10,80,20,800,400,20,12,30
218,152,12,-12,0,160,10,80,20,800,400,20,12,30
230,140,12,-12,0,160,10,80,20,800,400,20,12,30
242,128,12,-12,0,160,10,80,20,800,400,20,12,30
254,116,12,-12,-1,140,10,80,20,800,400,20,12,30
266,104,12,-12,0,120,10,80,20,800,400,20,12,30
278,92,12,-12,0,120,10,80,20,800,400,20,12,30
290,80,12,-12,0,120,10,80,20,800,400,20,12,30
302,68,12,-12,0,120,10,80,20,800,400,20,12,30
314,56,12,-12,-1,100,10,80,20,800,400,20,12,30
326,44,12,-12,0,80,10,80,20,800,400,20,12,30
338,32,12,-12,0,80,10,80,20,800,400,20,12,30
350,44,12,12,0,80,10,80,20,800,400,20,12,30
362,56,12,12,0,80,10,80,20,800,400,20,12,30
374,68,12,12,0,80,10,80,20,800,400,20,12,30
386,80,12,12,1,100,10,80,20,800,400,20,12,30
398,92,12,12,0,120,10,80,20,800,400,20,12,30
410,104,12,12,0,120,10,80,20,800,400,20,12,30
422,116,12,12,0,120,10,80,20,800,400,20,12,30
434,128,12,12,0,120,10,80,20,800,400,20,12,30
446,140,12,12,1,140,10,80,20,800,400,20,12,30
458,152,12,12,0,160,10,80,20,800,400,20,12,30
470,164,12,12,0,160,10,80,20,800,400,20,12,30
482,176,12,12,0,160,10,80,20,800,400,20,12,30
494,188,12,12,1,180,10,80,20,800,400,20,12,30
506,200,12,12,0,200,10,80,20,800,400,20,12,30
518,212,12,12,0,200,10,80,20,800,400,20,12,30
530,224,12,12,1,220,10,80,20,800,400,20,12,30
542,236,12,12,0,240,10,80,20,800,400,20,12,30
554,248,12,12,0,240,10,80,20,800,400,20,12,30
566,260,12,12,1,260,10,80,20,800,400,20,12,30
578,272,12,12,0,280,10,80,20,800,400,20,12,30
590,284,12,12,0,280,10,80,20,800,400,20,12,30
602,296,12,12,0,280,10,80,20,800,400,20,12,30
614,308,12,12,1,300,10,80,20,800,400,20,12,30
626,320,12,12,0,320,10,80,20,800,400,20,12,30
638,332,12,12,0,320,10,80,20,800,400,20,12,30
650,344,12,12,0,320,10,80,20,800,400,20,12,30
662,356,12,12,0,320,10,80,20,800,400,20,12,30
674,368,12,12,0,320,10,80,20,800,400,20,12,30
686,356,12,-12,0,320,10,80,20,800,400,20,12,30
698,344,12,-12,0,320,10,80,20,800,400,20,12,30
710,332,12,-12,0,320,10,80,20,800,400,20,12,30
722,320,12,-12,0,320,10,80,20,800,400,20,12,30
734,308,12,-12,-1,300,10,80,20,800,400,20,12,30
746,296,12,-12,0,280,10,80,20,800,400,20,12,30
758,284,12,-12,0,280,10,80,20,800,400,20,12,30
770,272,12,-12,0,280,10,80,20,800,400,20,12,30
758,260,-12,-12,-1,260,10,80,20,800,400,20,12,30
746,248,-12,-12,0,240,10,80,20,800,400,20,12,30
734,236,-12,-12,0,240,10,80,20,800,400,20,12,30
722,224,-12,-12,0,240,10,80,20,800,400,20,12,30
710,212,-12,-12,-1,220,10,80,20,800,400,20,12,30
698,200,-12,-12,0,200,10,80,20,800,400,20,12,30
686,188,-12,-12,0,200,10,80,20,800,400,20,12,30
674,176,-12,-12,-1,180,10,80,20,800,400,20,12,30
662,164,-12,-12,0,160,10,80,20,800,400,20,12,30
650,152,-12,-12,0,160,10,80,20,800,400,20,12,30
638,140,-12,-12,-1,140,10,80,20,800,400,20,12,30
626,128,-12,-12,0,120,10,80,20,800,400,20,12,30
614,116,-12,-12,0,120,10,80,20,800,400,20,12,30
602,104,-12,-12,0,120,10,80,20,800,400,20,12,30
590,92,-12,-12,-1,100,10,80,20,800,400,20,12,30
578,80,-12,-12,0,80,10,80,20,800,400,20,12,30
566,68,-12,-12,0,80,10,80,20,800,400,20,12,30
554,56,-12,-12,0,80,10,80,20,800,400,20,12,30
542,44,-12,-12,0,80,10,80,20,800,400,20,12,30
530,32,-12,-12,0,80,10,80,20,800,400,20,12,30
518,44,-12,12,0,80,10,80,20,800,400,20,12,30
506,56,-12,12,0,80,10,80,20,800,400,20,12,30
494,68,-12,12,0,80,10,80,20,800,400,20,12,30
482,80,-12,12,0,80,10,80,20,800,400,20,12,30
470,92,-12,12,1,100,10,80,20,800,400,20,12,30
458,104,-12,12,0,120,10,80,20,800,400,20,12,30
446,116,-12,12,0,120,10,80,20,800,400,20,12,30
434,128,-12,12,0,120,10,80,20,800,400,20,12,30
422,140,-12,12,1,140,10,80,20,800,400,20,12,30
410,152,-12,12,0,160,10,80,20,800,400,20,12,30
398,164,-12,12,0,160,10,80,20,800,400,20,12,30
386,176,-12,12,1,180,10,80,20,800,400,20,12,30
374,188,-12,12,0,200,10,80,20,800,400,20,12,30
362,200,-12,12,0,200,10,80,20,800,400,20,12,30
350,212,-12,12,0,200,10,80,20,800,400,20,12,30
338,224,-12,12,1,220,10,80,20,800,400,20,12,30
326,236,-12,12,0,240,10,80,20,800,400,20,12,30
314,248,-12,12,0,240,10,80,20,800,400,20,12,30
302,260,-12,12,0,240,10,80,20,800,400,20,12,30
290,272,-12,12,1,260,10,80,20,800,400,20,12,30
278,284,-12,12,0,280,10,80,20,800,400,20,12,30
266,296,-12,12,0,280,10,80,20,800,400,20,12,30
254,308,-12,12,0,280,10,80,20,800,400,20,12,30
242,320,-12,12,0,280,10,80,20,800,400,20,12,30
230,332,-12,12,0,280,10,80,20,800,400,20,12,30
218,344,-12,12,1,300,10,80,20,800,400,20,12,30
206,356,-12,12,0,320,10,80,20,800,400,20,12,30
194,368,-12,12,0,320,10,80,20,800,400,20,12,30
182,356,-12,-12,0,320,10,80,20,800,400,20,12,30
170,344,-12,-12,-1,300,10,80,20,800,400,20,12,30
158,332,-12,-12,0,280,10,80,20,800,400,20,12,30
146,320,-12,-12,0,280,10,80,20,800,400,20,12,30
134,308,-12,-12,0,280,10,80,20,800,400,20,12,30
122,296,-12,-12,0,280,10,80,20,800,400,20,12,30
110,284,-12,-12,0,280,10,80,20,800,400,20,12,30
98,272,-12,-12,-1,260,10,80,20,800,400,20,12,30
86,260,-12,-12,0,240,10,80,20,800,400,20,12,30
74,248,-12,-12,0,240,10,80,20,800,400,20,12,30
62,236,-12,-12,0,240,10,80,20,800,400,20,12,30
50,224,-12,-12,-1,220,10,80,20,800,400,20,12,30
38,212,-12,-12,0,200,10,80,20,800,400,20,12,30
50,200,12,-12,0,200,10,80,20,800,400,20,12,30
62,188,12,-12,0,200,10,80,20,800,400,20,12,30
74,176,12,-12,0,200,10,80,20,800,400,20,12,30
86,164,12,-12,-1,180,10,80,20,800,400,20,12,30
98,152,12,-12,0,160,10,80,20,800,400,20,12,30
110,140,12,-12,0,160,10,80,20,800,400,20,12,30
122,128,12,-12,0,160,10,80,20,800,400,20,12,30
134,116,12,-12,-1,140,10,80,20,800,400,20,12,30
146,104,12,-12,0,120,10,80,20,800,400,20,12,30
158,92,12,-12,0,120,10,80,20,800,400,20,12,30
170,80,12,-12,0,120,10,80,20,800,400,20,12,30
182,68,12,-12,0,120,10,80,20,800,400,20,12,30
194,56,12,-12,-1,100,10,80,20,800,400,20,12,30
206,44,12,-12,0,80,10,80,20,800,400,20,12,30
218,32,12,-12,0,80,10,80,20,800,400,20,12,30
230,44,12,12,0,80,10,80,20,800,400,20,12,30
242,56,12,12,0,80,10,80,20,800,400,20,12,30
254,68,12,12,1,100,10,80,20,800,400,20,12,30
266,80,12,12,0,120,10,80,20,800,400,20,12,30
278,92,12,12,0,120,10,80,20,800,400,20,12,30
290,104,12,12,0,120,10,80,20,800,400,20,12,30
302,116,12,12,0,120,10,80,20,800,400,20,12,30
314,128,12,12,1,140,10,80,20,800,400,20,12,30
326,140,12,12,0,160,10,80,20,800,400,20,12,30
338,152,12,12,0,160,10,80,20,800,400,20,12,30
350,164,12,12,0,160,10,80,20,800,400,20,12,30
362,176,12,12,1,180,10,80,20,800,400,20,12,30
374,188,12,12,0,200,10,80,20,800,400,20,12,30
386,200,12,12,0,200,10,80,20,800,400,20,12,30
398,212,12,12,0,200,10,80,20,800,400,20,12,30
410,224,12,12,1,220,10,80,20,800,400,20,12,30
422,236,12,12,0,240,10,80,20,800,400,20,12,30
434,248,12,12,0,240,10,80,20,800,400,20,12,30
446,260,12,12,0,240,10,80,20,800,400,20,12,30
458,272,12,12,1,260,10,80,20,800,400,20,12,30
470,284,12,12,0,280,10,80,20,800,400,20,12,30
482,296,12,12,0,280,10,80,20,800,400,20,12,30
494,308,12,12,0,280,10,80,20,800,400,20,12,30
506,320,12,12,1,300,10,80,20,800,400,20,12,30
518,332,12,12,0,320,10,80,20,800,400,20,12,30
530,344,12,12,0,320,10,80,20,800,400,20,12,30
542,356,12,12,0,320,10,80,20,800,400,20,12,30
554,368,12,12,0,320,10,80,20,800,400,20,12,30
566,356,12,-12,0,320,10,80,20,800,400,20,12,30
578,344,12,-12,0,320,10,80,20,800,400,20,12,30
590,332,12,-12,0,320,10,80,20,800,400,20,12,30
602,320,12,-12,0,320,10,80,20,800,400,20,12,30
614,308,12,-12,0,320,10,80,20,800,400,20,12,30
626,296,12,-12,-1,300,10,80,20,800,400,20,12,30
638,284,12,-12,0,280,10,80,20,800,400,20,12,30
650,272,12,-12,0,280,10,80,20,800,400,20,12,30
662,260,12,-12,0,280,10,80,20,800,400,20,12,30
674,248,12,-12,-1,260,10,80,20,800,400,20,12,30
686,236,12,-12,0,240,10,80,20,800,400,20,12,30
698,224,12,-12,0,240,10,80,20,800,400,20,12,30
710,212,12,-12,-1,220,10,80,20,800,400,20,12,30
722,200,12,-12,0,200,10,80,20,800,400,20,12,30
734,188,12,-12,0,200,10,80,20,800,400,20,12,30
746,176,12,-12,-1,180,10,80,20,800,400,20,12,30
758,164,12,-12,0,160,10,80,20,800,400,20,12,30
770,152,12,-12,0,160,10,80,20,800,400,20,12,30
758,140,-12,-12,0,160,10,80,20,800,400,20,12,30
746,128,-12,-12,-1,140,10,80,20,800,400,20,12,30
734,116,-12,-12,0,120,10,80,20,800,400,20,12,30
722,104,-12,-12,0,120,10,80,20,800,400,20,12,30
710,92,-12,-12,-1,100,10,80,20,800,400,20,12,30
698,80,-12,-12,0,80,10,80,20,800,400,20,12,30
686,68,-12,-12,0,80,10,80,20,800,400,20,12,30
674,56,-12,-12,0,80,10,80,20,800,400,20,12,30
662,44,-12,-12,0,80,10,80,20,800,400,20,12,30
650,32,-12,-12,0,80,10,80,20,800,400,20,12,30
638,44,-12,12,0,80,10,80,20,800,400,20,12,30
626,56,-12,12,0,80,10,80,20,800,400,20,12,30
614,68,-12,12,0,80,10,80,20,800,400,20,12,30
602,80,-12,12,0,80,10,80,20,800,400,20,12,30
590,92,-12,12,0,80,10,80,20,800,400,20,12,30
578,104,-12,12,1,100,10,80,20,800,400,20,12,30
566,116,-12,12,0,120,10,80,20,800,400,20,12,30
554,128,-12,12,0,120,10,80,20,800,400,20,12,30
542,140,-12,12,0,120,10,80,20,800,400,20,12,30
530,152,-12,12,1,140,10,80,20,800,400,20,12,30
518,164,-12,12,0,160,10,80,20,800,400,20,12,30
506,176,-12,12,0,160,10,80,20,800,400,20,12,30
494,188,-12,12,1,180,10,80,20,800,400,20,12,30
482,200,-12,12,0,200,10,80,20,800,400,20,12,30
470,212,-12,12,0,200,10,80,20,800,400,20,12,30
458,224,-12,12,1,220,10,80,20,800,400,20,12,30
446,236,-12,12,0,240,10,80,20,800,400,20,12,30
434,248,-12,12,0,240,10,80,20,800,400,20,12,30
422,260,-12,12,0,240,10,80,20,800,400,20,12,30
410,272,-12,12,1,260,10,80,20,800,400,20,12,30
398,284,-12,12,0,280,10,80,20,800,400,20,12,30
386,296,-12,12,0,280,10,80,20,800,400,20,12,30
374,308,-12,12,0,280,10,80,20,800,400,20,12,30
362,320,-12,12,0,280,10,80,20,800,400,20,12,30
350,332,-12,12,1,300,10,80,20,800,400,20,12,30
338,344,-12,12,0,320,10,80,20,800,400,20,12,30
326,356,-12,12,0,320,10,80,20,800,400,20,12,30
314,368,-12,12,0,320,10,80,20,800,400,20,12,30
302,356,-12,-12,0,320,10,80,20,800,400,20,12,30
290,344,-12,-12,0,320,10,80,20,800,400,20,12,30
278,332,-12,-12,0,320,10,80,20,800,400,20,12,30
266,320,-12,-12,-1,300,10,80,20,800,400,20,12,30
254,308,-12,-12,0,280,10,80,20,800,400,20,12,30
242,296,-12,-12,0,280,10,80,20,800,400,20,12,30
230,284,-12,-12,0,280,10,80,20,800,400,20,12,30
218,272,-12,-12,0,280,10,80,20,800,400,20,12,30
206,260,-12,-12,-1,260,10,80,20,800,400,20,12,30
194,248,-12,-12,0,240,10,80,20,800,400,20,12,30
182,236,-12,-12,0,240,10,80,20,800,400,20,12,30
170,224,-12,-12,0,240,10,80,20,800,400,20,12,30
158,212,-12,-12,-1,220,10,80,20,800,400,20,12,30
146,200,-12,-12,0,200,10,80,20,800,400,20,12,30
134,188,-12,-12,0,200,10,80,20,800,400,20,12,30
122,176,-12,-12,0,200,10,80,20,800,400,20,12,30
110,164,-12,-12,-1,180,10,80,20,800,400,20,12,30
98,152,-12,-12,0,160,10,80,20,800,400,20,12,30
86,140,-12,-12,0,160,10,80,20,800,400,20,12,30
74,128,-12,-12,0,160,10,80,20,800,400,20,12,30
62,116,-12,-12,0,160,10,80,20,800,400,20,12,30
50,104,-12,-12,-1,140,10,80,20,800,400,20,12,30
38,92,-12,-12,0,120,10,80,20,800,400,20,12,30
50,80,12,-12,0,120,10,80,20,800,400,20,12,30
62,68,12,-12,0,120,10,80,20,800,400,20,12,30
74,56,12,-12,0,120,10,80,20,800,400,20,12,30
86,44,12,-12,0,120,10,80,20,800,400,20,12,30
98,32,12,-12,0,120,10,80,20,800,400,20,12,30
110,44,12,12,0,120,10,80,20,800,400,20,12,30
122,56,12,12,0,120,10,80,20,800,400,20,12,30
134,68,12,12,0,120,10,80,20,800,400,20,12,30
146,80,12,12,0,120,10,80,20,800,400,20,12,30
158,92,12,12,0,120,10,80,20,800,400,20,12,30
170,104,12,12,0,120,10,80,20,800,400,20,12,30
182,116,12,12,0,120,10,80,20,800,400,20,12,30
194,128,12,12,1,140,10,80,20,800,400,20,12,30
206,140,12,12,0,160,10,80,20,800,400,20,12,30
218,152,12,12,0,160,10,80,20,800,400,20,12,30
230,164,12,12,0,160,10,80,20,800,400,20,12,30
242,176,12,12,1,180,10,80,20,800,400,20,12,30
254,188,12,12,0,200,10,80,20,800,400,20,12,30
266,200,12,12,0,200,10,80,20,800,400,20,12,30
278,212,12,12,0,200,10,80,20,800,400,20,12,30
290,224,12,12,1,220,10,80,20,800,400,20,12,30
302,236,12,12,0,240,10,80,20,800,400,20,12,30
314,248,12,12,0,240,10,80,20,800,400,20,12,30
326,260,12,12,0,240,10,80,20,800,400,20,12,30
338,272,12,12,1,260,10,80,20,800,400,20,12,30
350,284,12,12,0,280,10,80,20,800,400,20,12,30
362,296,12,12,0,280,10,80,20,800,400,20,12,30
374,308,12,12,0,280,10,80,20,800,400,20,12,30
386,320,12,12,0,280,10,80,20,800,400,20,12,30
398,332,12,12,1,300,10,80,20,800,400,20,12,30
410,344,12,12,0,320,10,80,20,800,400,20,12,30
422,356,12,12,0,320,10,80,20,800,400,20,12,30
434,368,12,12,0,320,10,80,20,800,400,20,12,30
446,356,12,-12,0,320,10,80,20,800,400,20,12,30
458,344,12,-12,0,320,10,80,20,800,400,20,12,30
470,332,12,-12,0,320,10,80,20,800,400,20,12,30
482,320,12,-12,0,320,10,80,20,800,400,20,12,30
494,308,12,-12,-1,300,10,80,20,800,400,20,12,30
506,296,12,-12,0,280,10,80,20,800,400,20,12,30
518,284,12,-12,0,280,10,80,20,800,400,20,12,30
530,272,12,-12,0,280,10,80,20,800,400,20,12,30
542,260,12,-12,0,280,10,80,20,800,400,20,12,30
554,248,12,-12,-1,260,10,80,20,800,400,20,12,30
566,236,12,-12,0,240,10,80,20,800,400,20,12,30
578,224,12,-12,0,240,10,80,20,800,400,20,12,30
590,212,12,-12,-1,220,10,80,20,800,400,20,12,30
602,200,12,-12,0,200,10,80,20,800,400,20,12,30
614,188,12,-12,0,200,10,80,20,800,400,20,12,30
626,176,12,-12,-1,180,10,80,20,800,400,20,12,30
638,164,12,-12,0,160,10,80,20,800,400,20,12,30
650,152,12,-12,0,160,10,80,20,800,400,20,12,30
662,140,12,-12,-1,140,10,80,20,800,400,20,12,30
674,128,12,-12,0,120,10,80,20,800,400,20,12,30
686,116,12,-12,0,120,10,80,20,800,400,20,12,30
698,104,12,-12,0,120,10,80,20,800,400,20,12,30
710,92,12,-12,-1,100,10,80,20,800,400,20,12,30
722,80,12,-12,0,80,10,80,20,800,400,20,12,30
734,68,12,-12,0,80,10,80,20,800,400,20,12,30
746,56,12,-12,0,80,10,80,20,800,400,20,12,30
758,44,12,-12,0,80,10,80,20,800,400,20,12,30
770,32,12,-12,0,80,10,80,20,800,400,20,12,30
782,44,12,12,0,80,10,80,20,800,400,20,12,30
770,56,-12,12,0,80,10,80,20,800,400,20,12,30
758,68,-12,12,0,80,10,80,20,800,400,20,12,30
746,80,-12,12,0,80,10,80,20,800,400,20,12,30
734,92,-12,12,1,100,10,80,20,800,400,20,12,30
722,104,-12,12,0,120,10,80,20,800,400,20,12,30
710,116,-12,12,0,120,10,80,20,800,400,20,12,30
698,128,-12,12,0,120,10,80,20,800,400,20,12,30
686,140,-12,12,0,120,10,80,20,800,400,20,12,30
674,152,-12,12,1,140,10,80,20,800,400,20,12,30
662,164,-12,12,0,160,10,80,20,800,400,20,12,30
650,176,-12,12,0,160,10,80,20,800,400,20,12,30
638,188,-12,12,1,180,10,80,20,800,400,20,12,30
626,200,-12,12,0,200,10,80,20,800,400,20,12,30
614,212,-12,12,0,200,10,80,20,800,400,20,12,30
602,224,-12,12,1,220,10,80,20,800,400,20,12,30
590,236,-12,12,0,240,10,80,20,800,400,20,12,30
578,248,-12,12,0,240,10,80,20,800,400,20,12,30
566,260,-12,12,1,260,10,80,20,800,400,20,12,30
554,272,-12,12,0,280,10,80,20,800,400,20,12,30
542,284,-12,12,0,280,10,80,20,800,400,20,12,30
530,296,-12,12,0,280,10,80,20,800,400,20,12,30
518,308,-12,12,0,280,10,80,20,800,400,20,12,30
506,320,-12,12,1,300,10,80,20,800,400,20,12,30
494,332,-12,12,0,320,10,80,20,800,400,20,12,30
482,344,-12,12,0,320,10,80,20,800,400,20,12,30
470,356,-12,12,0,320,10,80,20,800,400,20,12,30
458,368,-12,12,0,320,10,80,20,800,400,20,12,30
446,356,-12,-12,0,320,10,80,20,800,400,20,12,30
434,344,-12,-12,0,320,10,80,20,800,400,20,12,30
422,332,-12,-12,0,320,10,80,20,800,400,20,12,30
410,320,-12,-12,0,320,10,80,20,800,400,20,12,30
398,308,-12,-12,-1,300,10,80,20,800,400,20,12,30
386,296,-12,-12,0,280,10,80,20,800,400,20,12,30
374,284,-12,-12,0,280,10,80,20,800,400,20,12,30
362,272,-12,-12,0,280,10,80,20,800,400,20,12,30
350,260,-12,-12,-1,260,10,80,20,800,400,20,12,30
338,248,-12,-12,0,240,10,80,20,800,400,20,12,30
326,236,-12,-12,0,240,10,80,20,800,400,20,12,30
314,224,-12,-12,0,240,10,80,20,800,400,20,12,30
302,212,-12,-12,-1,220,10,80,20,800,400,20,12,30
290,200,-12,-12,0,200,10,80,20,800,400,20,12,30
278,188,-12,-12,0,200,10,80,20,800,400,20,12,30
266,176,-12,-12,0,200,10,80,20,800,400,20,12,30
254,164,-12,-12,-1,180,10,80,20,800,400,20,12,30
242,152,-12,-12,0,160,10,80,20,800,400,20,12,30
230,140,-12,-12,0,160,10,80,20,800,400,20,12,30
218,128,-12,-12,0,160,10,80,20,800,400,20,12,30
206,116,-12,-12,-1,140,10,80,20,800,400,20,12,30
194,104,-12,-12,0,120,10,80,20,800,400,20,12,30
182,92,-12,-12,0,120,10,80,20,800,400,20,12,30
170,80,-12,-12,0,120,10,80,20,800,400,20,12,30
158,68,-12,-12,0,120,10,80,20,800,400,20,12,30
146,56,-12,-12,0,120,10,80,20,800,400,20,12,30
134,44,-12,-12,0,120,10,80,20,800,400,20,12,30
122,32,-12,-12,-1,100,10,80,20,800,400,20,12,30
110,44,-12,12,1,100,10,80,20,800,400,20,12,30
98,56,-12,12,0,120,10,80,20,800,400,20,12,30
86,68,-12,12,0,120,10,80,20,800,400,20,12,30
74,80,-12,12,0,120,10,80,20,800,400,20,12,30
62,92,-12,12,0,120,10,80,20,800,400,20,12,30
50,104,-12,12,0,120,10,80,20,800,400,20,12,30
38,116,-12,12,1,140,10,80,20,800,400,20,12,30
50,128,12,12,0,160,10,80,20,800,400,20,12,30
62,140,12,12,0,160,10,80,20,800,400,20,12,30
74,152,12,12,0,160,10,80,20,800,400,20,12,30
86,164,12,12,0,160,10,80,20,800,400,20,12,30
98,176,12,12,1,180,10,80,20,800,400,20,12,30
110,188,12,12,0,200,10,80,20,800,400,20,12,30
122,200,12,12,0,200,10,80,20,800,400,20,12,30
134,212,12,12,0,200,10,80,20,800,400,20,12,30
146,224,12,12,1,220,10,80,20,800,400,20,12,30
158,236,12,12,0,240,10,80,20,800,400,20,12,30
170,248,12,12,0,240,10,80,20,800,400,20,12,30
182,260,12,12,0,240,10,80,20,800,400,20,12,30
194,272,12,12,1,260,10,80,20,800,400,20,12,30
206,284,12,12,0,280,10,80,20,800,400,20,12,30
218,296,12,12,0,280,10,80,20,800,400,20,12,30
230,308,12,12,0,280,10,80,20,800,400,20,12,30
242,320,12,12,0,280,10,80,20,800,400,20,12,30
254,332,12,12,0,280,10,80,20,800,400,20,12,30
266,344,12,12,1,300,10,80,20,800,400,20,12,30
278,356,12,12,0,320,10,80,20,800,400,20,12,30
290,368,12,12,0,320,10,80,20,800,400,20,12,30
302,356,12,-12,0,320,10,80,20,800,400,20,12,30
314,344,12,-12,0,320,10,80,20,800,400,20,12,30
326,332,12,-12,0,320,10,80,20,800,400,20,12,30
338,320,12,-12,-1,300,10,80,20,800,400,20,12,30
350,308,12,-12,0,280,10,80,20,800,400,20,12,30
362,296,12,-12,0,280,10,80,20,800,400,20,12,30
374,284,12,-12,0,280,10,80,20,800,400,20,12,30
386,272,12,-12,0,280,10,80,20,800,400,20,12,30
398,260,12,-12,-1,260,10,80,20,800,400,20,12,30
410,248,12,-12,0,240,10,80,20,800,400,20,12,30
422,236,12,-12,0,240,10,80,20,800,400,20,12,30
434,224,12,-12,0,240,10,80,20,800,400,20,12,30
446,212,12,-12,-1,220,10,80,20,800,400,20,12,30
458,200,12,-12,0,200,10,80,20,800,400,20,12,30
470,188,12,-12,0,200,10,80,20,800,400,20,12,30
482,176,12,-12,-1,180,10,80,20,800,400,20,12,30
494,164,12,-12,0,160,10,80,20,800,400,20,12,30
506,152,12,-12,0,160,10,80,20,800,400,20,12,30
518,140,12,-12,0,160,10,80,20,800,400,20,12,30
530,128,12,-12,-1,140,10,80,20,800,400,20,12,30
542,116,12,-12,0,120,10,80,20,800,400,20,12,30
554,104,12,-12,0,120,10,80,20,800,400,20,12,30
566,92,12,-12,-1,100,10,80,20,800,400,20,12,30
578,80,12,-12,0,80,10,80,20,800,400,20,12,30
590,68,12,-12,0,80,10,80,20,800,400,20,12,30
602,56,12,-12,0,80,10,80,20,800,400,20,12,30
614,44,12,-12,0,80,10,80,20,800,400,20,12,30
626,32,12,-12,0,80,10,80,20,800,400,20,12,30
638,44,12,12,0,80,10,80,20,800,400,20,12,30
650,56,12,12,0,80,10,80,20,800,400,20,12,30
662,68,12,12,0,80,10,80,20,800,400,20,12,30
674,80,12,12,0,80,10,80,20,800,400,20,12,30
686,92,12,12,0,80,10,80,20,800,400,20,12,30
698,104,12,12,1,100,10,80,20,800,400,20,12,30
710,116,12,12,0,120,10,80,20,800,400,20,12,30
722,128,12,12,0,120,10,80,20,800,400,20,12,30
734,140,12,12,0,120,10,80,20,800,400,20,12,30
746,152,12,12,1,140,10,80,20,800,400,20,12,30
758,164,12,12,0,160,10,80,20,800,400,20,12,30
770,176,12,12,0,160,10,80,20,800,400,20,12,30
758,188,-12,12,1,180,10,80,20,800,400,20,12,30
746,200,-12,12,0,200,10,80,20,800,400,20,12,30
734,212,-12,12,0,200,10,80,20,800,400,20,12,30
722,224,-12,12,1,220,10,80,20,800,400,20,12,30
710,236,-12,12,0,240,10,80,20,800,400,20,12,30
698,248,-12,12,0,240,10,80,20,800,400,20,12,30
686,260,-12,12,0,240,10,80,20,800,400,20,12,30
674,272,-12,12,1,260,10,80,20,800,400,20,12,30
662,284,-12,12,0,280,10,80,20,800,400,20,12,30
650,296,-12,12,0,280,10,80,20,800,400,20,12,30
638,308,-12,12,1,300,10,80,20,800,400,20,12,30
626,320,-12,12,0,320,10,80,20,800,400,20,12,30
614,332,-12,12,0,320,10,80,20,800,400,20,12,30
602,344,-12,12,0,320,10,80,20,800,400,20,12,30
590,356,-12,12,0,320,10,80,20,800,400,20,12,30
578,368,-12,12,0,320,10,80,20,800,400,20,12,30
566,356,-12,-12,0,320,10,80,20,800,400,20,12,30
554,344,-12,-12,0,320,10,80,20,800,400,20,12,30
542,332,-12,-12,0,320,10,80,20,800,400,20,12,30
530,320,-12,-12,0,320,10,80,20,800,400,20,12,30
518,308,-12,-12,-1,300,10,80,20,800,400,20,12,30
506,296,-12,-12,0,280,10,80,20,800,400,20,12,30
494,284,-12,-12,0,280,10,80,20,800,400,20,12,30
482,272,-12,-12,0,280,10,80,20,800,400,20,12,30
470,260,-12,-12,-1,260,10,80,20,800,400,20,12,30
458,248,-12,-12,0,240,10,80,20,800,400,20,12,30
446,236,-12,-12,0,240,10,80,20,800,400,20,12,30
434,224,-12,-12,0,240,10,80,20,800,400,20,12,30
422,212,-12,-12,-1,220,10,80,20,800,400,20,12,30
410,200,-12,-12,0,200,10,80,20,800,400,20,12,30
398,188,-12,-12,0,200,10,80,20,800,400,20,12,30
386,176,-12,-12,0,200,10,80,20,800,400,20,12,30
374,164,-12,-12,-1,180,10,80,20,800,400,20,12,30
362,152,-12,-12,0,160,10,80,20,800,400,20,12,30
350,140,-12,-12,0,160,10,80,20,800,400,20,12,30
338,128,-12,-12,-1,140,10,80,20,800,400,20,12,30
326,116,-12,-12,0,120,10,80,20,800,400,20,12,30
